baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name
32.28	1.35	0.67	2.01	0.0449	0.0956	SNORA2B
3479.53	0.72	0.36	2	0.045	0.0957	TSPYL1
1176.27	0.73	0.37	2	0.0454	0.0963	CCNL2
1380.6	0.6	0.3	2	0.0454	0.0963	CCDC59
2816.07	-1.33	0.66	-2	0.0454	0.0963	C12orf45
491.88	0.76	0.38	2	0.0455	0.0965	C1orf174
1144.67	0.59	0.29	2	0.0457	0.097	GNB4
2409.99	0.76	0.38	2	0.046	0.0974	HIST2H2AC
316.13	0.7	0.35	1.99	0.046	0.0976	EMC4
4514.85	-0.62	0.31	-1.99	0.0461	0.0977	GBP2
755.43	0.88	0.44	1.99	0.0466	0.0985	C3orf38
889.96	0.94	0.47	1.99	0.0466	0.0985	CSTA
1337.58	-0.53	0.27	-1.99	0.0466	0.0985	NPEPPS
1544.92	0.71	0.36	1.99	0.0467	0.0986	TIPARP
558.36	1.1	0.55	1.99	0.0467	0.0986	RNASE6
8764.43	-1.01	0.51	-1.99	0.0467	0.0987	FPR1
55.02	1.07	0.54	1.99	0.0467	0.0987	SNORA55
4627.82	0.72	0.36	1.99	0.0468	0.0988	SEMA4D
143.76	1.35	0.68	1.99	0.0469	0.099	IGHV3-15
404.11	0.83	0.42	1.99	0.0469	0.099	CD81
2031	0.58	0.29	1.99	0.0469	0.099	ATF7IP
440.69	0.74	0.37	1.99	0.047	0.099	BORCS7
3917.51	-0.91	0.46	-1.99	0.047	0.099	GUCD1
413.76	-1.7	0.85	-1.99	0.047	0.099	CISD2
878.89	0.67	0.34	1.98	0.0474	0.0998	EXOSC2
964.24	0.67	0.34	1.98	0.0476	0.1	FASTKD5
52.46	1.17	0.59	1.98	0.0477	0.1	SNORA51
1760.18	0.52	0.26	1.98	0.0479	0.101	CASC4
777.18	0.9	0.45	1.97	0.0484	0.101	RNPEP
4040.86	-1.05	0.53	-1.97	0.0484	0.101	RBM38
1682.54	-0.81	0.41	-1.97	0.0484	0.101	FLOT1
174.28	0.99	0.5	1.97	0.0484	0.102	HIST1H3B
1876.26	1.06	0.54	1.97	0.0485	0.102	IGLC2
271.23	1.24	0.63	1.97	0.0488	0.102	SNORA10B
807.17	0.81	0.41	1.97	0.0491	0.103	MRFAP1
3865.16	0.64	0.32	1.96	0.05	0.104	RABGAP1L
483.55	0.88	0.45	1.96	0.05	0.104	ARL8B
4387.42	0.43	0.22	1.96	0.0502	0.105	VCP
5498.02	-1.24	0.63	-1.96	0.0503	0.105	TLR2
673.58	0.7	0.36	1.96	0.0504	0.105	TMEM209
2272.82	-0.93	0.48	-1.96	0.0504	0.105	BIRC2
944.93	1.31	0.67	1.96	0.0505	0.105	POLR2B
2838.46	0.56	0.29	1.95	0.0508	0.106	XRN2
3452.1	0.82	0.42	1.95	0.0508	0.106	RAB31
611.36	2.13	1.09	1.95	0.051	0.106	RF00560
1596.52	1.48	0.76	1.95	0.0511	0.106	PF4V1
84.52	1.11	0.57	1.95	0.0512	0.106	SMIM27
1814.52	0.56	0.29	1.95	0.0513	0.107	RASA2
5722.47	0.5	0.25	1.95	0.0513	0.107	GRK2
12108.07	-0.76	0.39	-1.94	0.0518	0.108	NFKBIZ
271	1.11	0.57	1.94	0.0519	0.108	SNORA28
1938.72	0.57	0.29	1.94	0.0526	0.109	ATP6V1A
5642	0.67	0.35	1.94	0.0528	0.109	HIST2H2BE
1279.2	1.02	0.53	1.94	0.053	0.11	HLA-DOA
960.5	0.88	0.46	1.93	0.0531	0.11	C1orf162
253.61	1.03	0.53	1.93	0.0531	0.11	SNORA80E
860.32	0.67	0.34	1.93	0.0533	0.11	DHRS7
414.62	0.86	0.45	1.93	0.0534	0.11	MIR4435-2HG
29387.89	0.46	0.24	1.93	0.0534	0.11	DDX5
300.56	0.9	0.47	1.93	0.0536	0.11	SNRPG
1056.62	1.18	0.61	1.93	0.0536	0.11	MTSS1
541.59	1.2	0.63	1.92	0.0543	0.112	LY86
1653.9	0.68	0.35	1.92	0.0544	0.112	FAM107B
745.45	0.64	0.33	1.92	0.0547	0.112	SPAST
866.24	0.69	0.36	1.92	0.0549	0.113	PRCP
412.86	0.8	0.42	1.92	0.055	0.113	HIST2H2AB
255.57	-1.03	0.54	-1.92	0.0551	0.113	LY96
720.39	0.93	0.48	1.92	0.0553	0.114	PDAP1
139.1	1.23	0.64	1.92	0.0554	0.114	IGLV3-19
8196.82	-1.05	0.55	-1.91	0.056	0.115	RIOK3
346.27	0.86	0.45	1.91	0.056	0.115	MED30
1085.7	1	0.52	1.91	0.056	0.115	PLP2
1345.06	0.69	0.36	1.91	0.0561	0.115	SCARNA9
1034.21	0.78	0.41	1.91	0.0561	0.115	MAT2B
2803.93	0.49	0.26	1.91	0.0562	0.115	MTCH1
719.55	1.09	0.57	1.91	0.0564	0.115	SNORA46
1060.5	0.53	0.28	1.91	0.0566	0.116	LAMTOR4
703.05	0.89	0.47	1.9	0.0569	0.116	ZBED5
3773.52	0.51	0.27	1.9	0.057	0.116	SRSF2
7178.02	-0.62	0.32	-1.9	0.057	0.116	THEMIS2
2642.87	-0.58	0.31	-1.9	0.0572	0.117	SHKBP1
1947.81	0.85	0.45	1.9	0.0572	0.117	HLA-DMA
1138.37	-0.63	0.33	-1.9	0.0574	0.117	MLF2
5128.77	0.54	0.29	1.9	0.0574	0.117	CLIC1
556.83	0.61	0.32	1.9	0.0576	0.117	PPP1R11
2830.87	0.58	0.31	1.9	0.0577	0.117	HP1BP3
92.32	1.24	0.65	1.9	0.0578	0.118	SNORA24B
53.28	1.19	0.62	1.9	0.0578	0.118	AL669831.4
881	-0.74	0.39	-1.89	0.0583	0.118	DPEP2
103.31	1.1	0.58	1.89	0.0584	0.118	HIST1H2AJ
652.29	0.78	0.41	1.89	0.0584	0.119	UBE2N
1198.98	-0.55	0.29	-1.89	0.0592	0.12	TRA2A
1618.43	1	0.53	1.89	0.0592	0.12	LIPA
2467.72	-0.65	0.35	-1.89	0.0592	0.12	PSME4
915.24	0.66	0.35	1.89	0.0593	0.12	IFIT5
875.67	0.69	0.36	1.89	0.0594	0.12	PSTPIP1
546.22	0.74	0.39	1.88	0.0595	0.12	RPA2
1298.69	-0.96	0.51	-1.88	0.0595	0.12	MDM2
2876.9	-0.55	0.29	-1.88	0.0596	0.121	NEDD4
444.19	-0.7	0.37	-1.88	0.0599	0.121	RABGAP1L-IT1
1083.17	0.67	0.36	1.88	0.0601	0.121	MICAL1
1123.83	-0.64	0.34	-1.88	0.0601	0.121	HERPUD1
6529.26	-0.56	0.3	-1.88	0.0603	0.122	CSF2RB
555.2	0.8	0.43	1.88	0.0603	0.122	PET100
851.6	0.65	0.35	1.88	0.0607	0.123	DEGS1
4029.28	-0.77	0.41	-1.87	0.0613	0.123	CEBPB
750.55	-0.89	0.47	-1.87	0.0615	0.124	ATP6V0C
1489.74	-0.92	0.49	-1.87	0.0618	0.124	NBN
2682.67	-0.63	0.34	-1.87	0.0618	0.124	STAT1
365.25	0.81	0.44	1.87	0.0619	0.124	SYPL1
695.88	1.02	0.55	1.86	0.0624	0.125	S100A10
1152.68	0.62	0.34	1.86	0.0628	0.126	MGAT1
1788.17	0.47	0.26	1.86	0.0633	0.127	DTX3L
563.43	0.67	0.36	1.86	0.0634	0.127	ORMDL1
2055.55	0.49	0.26	1.86	0.0634	0.127	CEMIP2
4383.76	0.46	0.25	1.85	0.0638	0.128	SMG1P3
1809.64	0.64	0.35	1.85	0.0645	0.129	CORO1C
1221.95	0.58	0.31	1.85	0.0647	0.129	DENND6A
3579.11	-0.53	0.29	-1.85	0.0649	0.13	PTAFR
7102.45	0.58	0.32	1.84	0.0651	0.13	CD44
1054.03	-1.13	0.61	-1.84	0.0652	0.13	TFDP1
269.96	1.09	0.59	1.84	0.0656	0.131	EAF2
5298.96	0.42	0.23	1.84	0.066	0.131	JAML
1533.95	0.64	0.35	1.84	0.066	0.132	SSU72
4058.71	0.57	0.31	1.84	0.0661	0.132	SNN
280.75	0.9	0.49	1.84	0.0662	0.132	SCARNA22
1082.18	0.93	0.51	1.83	0.067	0.133	SNORA27
26539.69	-0.58	0.31	-1.83	0.0671	0.133	SORL1
6389.22	0.6	0.33	1.83	0.0677	0.134	PNISR
94.61	-0.89	0.49	-1.83	0.0678	0.135	AC023510.2
2073.9	0.88	0.48	1.83	0.0678	0.135	IRF8
5274.99	0.51	0.28	1.82	0.0681	0.135	HSP90AA1
5004.79	-0.79	0.43	-1.82	0.0682	0.135	C5AR1
4.39	1.62	0.89	1.82	0.0685	0.136	SNORD116-5
4.39	1.62	0.89	1.82	0.0685	0.136	SNORD116-7
6051.8	0.44	0.24	1.82	0.0686	0.136	TGOLN2
1832.52	0.62	0.34	1.82	0.0687	0.136	THUMPD1
2287.33	0.53	0.29	1.82	0.0694	0.137	PARVG
1743.42	-0.59	0.32	-1.82	0.0694	0.137	RHOG
12806.86	0.51	0.28	1.82	0.0695	0.137	STK17B
5537.89	0.44	0.25	1.81	0.0697	0.138	PCF11
1824.76	0.62	0.34	1.81	0.07	0.138	GLIPR2
1892.87	0.52	0.29	1.81	0.07	0.138	PTPN1
33262.92	0.69	0.38	1.81	0.0705	0.139	CD74
4784.35	0.76	0.42	1.81	0.0706	0.139	HLA-DPB1
339.51	0.78	0.43	1.8	0.0715	0.141	RRAGA
1191.86	0.51	0.28	1.8	0.0716	0.141	VPS4B
708.72	0.89	0.5	1.8	0.0718	0.141	AP2S1
1798.77	-0.42	0.24	-1.8	0.0721	0.142	FAM91A1
9292.48	0.56	0.31	1.8	0.0721	0.142	MT-CO2
7724.2	-0.59	0.33	-1.8	0.0722	0.142	NBPF14
3830.19	0.49	0.27	1.8	0.0722	0.142	SERINC1
62.15	1.15	0.64	1.8	0.0722	0.142	SNORD23
6184.06	-0.41	0.23	-1.79	0.0727	0.143	DOCK8
1255.31	0.54	0.3	1.79	0.0731	0.143	TMEM30A
477.21	0.84	0.47	1.79	0.0735	0.144	AC245100.8
241.1	-1.16	0.65	-1.79	0.0736	0.144	AC245128.3
1738.87	0.96	0.54	1.79	0.0736	0.144	GPX4
2491.35	-0.88	0.49	-1.79	0.0737	0.144	NUAK2
365	0.85	0.47	1.79	0.0742	0.145	DUSP11
1295.42	0.89	0.5	1.78	0.0743	0.145	LGALS8
1392.04	0.65	0.37	1.78	0.0743	0.145	FKBP1A
24.92	-1.12	0.63	-1.78	0.0744	0.145	RNU5E-6P
2265.8	0.67	0.38	1.78	0.0744	0.145	STAT2
89.46	1.03	0.58	1.78	0.0754	0.147	SCARNA18
1027.58	0.56	0.31	1.78	0.0756	0.147	ARHGAP1
926.58	0.57	0.32	1.77	0.0764	0.149	RB1
995.03	-0.56	0.32	-1.77	0.0768	0.149	SCLT1
3985.13	0.9	0.51	1.77	0.0769	0.149	SNORA20
2183.99	0.51	0.29	1.77	0.0771	0.15	UBA1
806.84	0.47	0.27	1.77	0.0773	0.15	NAA50
1044.7	0.59	0.33	1.76	0.0779	0.151	UNC93B1
3210.88	0.66	0.38	1.76	0.0782	0.151	CDKN1B
4516.92	0.45	0.25	1.76	0.0784	0.152	BZW1
1422.43	0.51	0.29	1.76	0.0784	0.152	FAM168B
1488.14	-0.47	0.27	-1.76	0.0788	0.152	TANK
172.71	0.98	0.56	1.75	0.0793	0.153	NDUFA7
131.99	1.44	0.82	1.75	0.0795	0.153	SNORA50B
4869.29	-0.72	0.41	-1.75	0.0795	0.153	RNF149
504.56	0.59	0.33	1.75	0.08	0.154	CHIC2
1963.59	0.56	0.32	1.75	0.0806	0.155	PLCL2
1088.48	0.61	0.35	1.75	0.0807	0.155	CMIP
914.76	0.52	0.3	1.75	0.0809	0.156	UBL3
1687.77	-0.67	0.38	-1.74	0.0814	0.156	IL2RG
1033.05	0.59	0.34	1.74	0.0816	0.156	CNOT8
4256.96	0.43	0.25	1.74	0.0817	0.157	KLF10
440.76	-1	0.57	-1.74	0.0818	0.157	CMTM2
7866.45	0.55	0.32	1.74	0.0818	0.157	MT-CYB
3270.27	0.49	0.28	1.74	0.0822	0.158	GMFG
2486.4	0.58	0.33	1.74	0.0823	0.158	CFP
20.8	1.34	0.77	1.74	0.0824	0.158	SNORD116-1
1405.96	0.53	0.3	1.74	0.0827	0.158	MAPKAPK3
3519.89	-0.44	0.25	-1.73	0.0828	0.158	LINC00504
192.82	0.8	0.46	1.73	0.0829	0.159	DCTN3
1377.64	0.59	0.34	1.73	0.0829	0.159	CYCS
1713.72	0.87	0.5	1.73	0.083	0.159	AC109326.1
307.27	1.06	0.61	1.73	0.0837	0.16	HIST1H2BE
189.98	1.08	0.63	1.73	0.0842	0.161	PABPC4
1179.87	0.62	0.36	1.73	0.0843	0.161	PRPF3
758.21	1.04	0.6	1.72	0.0851	0.162	PTPRA
156.83	1.27	0.74	1.72	0.0851	0.162	IGHV5-51
9412.65	0.4	0.23	1.72	0.0854	0.162	NBPF19
2379.7	0.65	0.38	1.72	0.0855	0.162	HSPA9
2518.14	0.45	0.26	1.72	0.0855	0.162	TMX4
13108.52	-0.56	0.33	-1.72	0.086	0.163	PREX1
1464.4	1.29	0.75	1.71	0.0866	0.164	RNU11
6595.32	-0.57	0.33	-1.71	0.0874	0.165	BRD2
1540.58	0.51	0.3	1.71	0.0877	0.166	ZBTB1
1259.06	0.63	0.37	1.71	0.0877	0.166	FBXL3
278.22	0.73	0.43	1.71	0.0881	0.166	MICU2
262.19	1.3	0.76	1.7	0.0884	0.167	C8orf59
6570.95	-0.54	0.32	-1.7	0.0889	0.167	VASP
2146.03	0.46	0.27	1.7	0.0896	0.169	GNB1
646.23	0.54	0.32	1.7	0.0899	0.169	LSM12
671.69	1.04	0.62	1.69	0.0902	0.169	DYNLL1
9683.36	0.51	0.3	1.69	0.0902	0.169	MT-ND4
2281.87	-1.35	0.8	-1.69	0.0902	0.169	TNRC6B
375.73	1.07	0.63	1.69	0.0903	0.17	IGKV4-1
1010.69	0.52	0.3	1.69	0.0905	0.17	H2AFZ
670.48	0.53	0.31	1.69	0.0906	0.17	PEF1
1765.02	0.71	0.42	1.69	0.0915	0.171	PRPF40A
627.44	0.77	0.46	1.69	0.0915	0.171	MT-ATP8
3019.16	-0.8	0.47	-1.69	0.0916	0.171	IFNGR1
1694.04	0.44	0.26	1.69	0.0918	0.172	HNRNPH2
269.35	0.84	0.5	1.69	0.0919	0.172	AC044849.1
2473.41	-0.51	0.31	-1.69	0.092	0.172	PBX2
3845.3	-0.66	0.39	-1.68	0.0921	0.172	PCBP2
127.24	1.15	0.68	1.68	0.0927	0.173	IGLV1-51
1158.6	0.46	0.28	1.68	0.0929	0.173	TINF2
8017.98	0.5	0.3	1.68	0.0933	0.174	HERC1
2384.21	0.48	0.28	1.68	0.0934	0.174	DCP2
4157.82	-0.42	0.25	-1.68	0.0936	0.174	LINC00506
2422.07	-0.46	0.27	-1.68	0.0939	0.175	C5orf56
1038.42	0.58	0.35	1.67	0.094	0.175	FXR1
1772.92	0.5	0.3	1.67	0.095	0.176	USF1
1332.03	1	0.6	1.67	0.0955	0.177	CEBPD
1165.59	0.6	0.36	1.67	0.0955	0.177	SNW1
1278.78	-0.54	0.33	-1.66	0.0966	0.179	TMED5
2959.75	0.38	0.23	1.66	0.0968	0.179	SUB1
1108.65	0.57	0.34	1.66	0.0969	0.179	ZNF460
1283.93	0.51	0.31	1.66	0.097	0.179	CHMP3
1498.65	0.9	0.54	1.66	0.0977	0.18	EPC1
3383.54	0.56	0.34	1.66	0.0978	0.18	DDX39B
83.35	0.97	0.59	1.65	0.098	0.181	SNORA65
607.77	-0.6	0.36	-1.65	0.0988	0.182	BRI3
3768.8	-0.52	0.32	-1.65	0.0991	0.182	STAT3
10180.97	0.78	0.48	1.65	0.0992	0.182	MACF1
1343.23	0.67	0.41	1.65	0.0997	0.183	ACSL4
1469.14	0.84	0.51	1.65	0.0997	0.183	PADI4
45.32	1.01	0.61	1.65	0.0998	0.183	SNORA11B
3796.49	-0.5	0.3	-1.65	0.0999	0.183	MYADM
3084.48	0.43	0.26	1.64	0.102	0.186	UBR5
1670.01	-0.61	0.37	-1.64	0.102	0.186	PNPLA8
1499.86	0.55	0.34	1.64	0.102	0.186	S1PR4
1926.2	0.67	0.41	1.64	0.102	0.187	RAB6A
24.86	-0.89	0.55	-1.63	0.102	0.187	MIR5194
1146.93	-0.49	0.3	-1.63	0.102	0.187	CHMP4B
4300.87	-0.5	0.31	-1.63	0.103	0.187	RAF1
1836.99	0.44	0.27	1.63	0.103	0.188	TAF7
5659.5	0.79	0.48	1.63	0.103	0.188	DUSP6
2549.43	0.57	0.35	1.63	0.103	0.188	AIF1
394.12	0.71	0.44	1.63	0.103	0.188	PHF5A
131.04	0.86	0.53	1.63	0.103	0.188	SCARNA4
2046.21	-0.64	0.39	-1.63	0.103	0.188	PPIF
388.31	1.04	0.64	1.63	0.103	0.188	IGKV1D-39
341.94	0.84	0.51	1.63	0.103	0.188	DYNLT3
563.74	0.79	0.49	1.63	0.104	0.189	SNORA80A
644.19	0.73	0.45	1.63	0.104	0.189	DUSP10
3339.87	0.38	0.23	1.63	0.104	0.189	ITPR2
2351.83	-0.55	0.34	-1.62	0.104	0.189	RPS6KA1
1134.42	0.49	0.3	1.62	0.104	0.19	SLC20A1
235.94	-0.77	0.48	-1.62	0.105	0.191	LAMTOR5-AS1
354.48	0.64	0.4	1.62	0.105	0.191	UBLCP1
2884.13	-0.83	0.51	-1.62	0.106	0.191	PHC2
1832.06	-0.72	0.44	-1.62	0.106	0.191	CYB5R4
292.27	0.61	0.38	1.62	0.106	0.191	PHF11
141	0.99	0.61	1.61	0.106	0.192	SNORA2A
4212.34	-0.37	0.23	-1.61	0.107	0.193	MAP3K2
2900.38	-0.64	0.4	-1.61	0.107	0.193	IFRD1
678.5	0.58	0.36	1.61	0.107	0.193	OAT
709.09	-0.46	0.29	-1.6	0.109	0.195	DNAJB11
1735.56	0.77	0.48	1.6	0.109	0.195	DR1
520.91	0.94	0.59	1.6	0.109	0.196	LSM8
1457.52	0.59	0.37	1.6	0.11	0.197	SDE2
245.79	0.96	0.6	1.6	0.11	0.197	SNORA22C
1417.39	0.64	0.4	1.6	0.11	0.197	SNHG16
78.13	0.88	0.55	1.6	0.11	0.197	RFXANK
990.07	0.69	0.43	1.6	0.111	0.198	USP16
2480.46	0.45	0.28	1.59	0.111	0.198	NR3C1
498.76	-1.14	0.72	-1.59	0.111	0.199	NEMF
3216.26	-0.52	0.33	-1.59	0.112	0.199	ZYX
26902.73	0.78	0.49	1.59	0.112	0.199	TSC22D3
7811.16	-0.48	0.3	-1.59	0.112	0.199	ADGRE5
965.64	0.62	0.39	1.59	0.112	0.2	RBM14
1.8	1.5	0.95	1.59	0.113	1	MIR6724-1
1.8	1.5	0.95	1.59	0.113	1	MIR6724-2
1.8	1.5	0.95	1.59	0.113	1	MIR6724-3
1.8	1.5	0.95	1.59	0.113	1	MIR6724-4
2729.8	0.75	0.47	1.59	0.113	0.201	AMFR
794.95	0.75	0.47	1.59	0.113	0.201	MFSD14B
4076.55	-0.39	0.25	-1.58	0.113	0.201	ABHD2
18073.41	0.53	0.34	1.58	0.113	0.202	CXCR4
8090.15	-0.49	0.31	-1.58	0.114	0.202	PPP1R15B
387.25	0.64	0.4	1.58	0.114	0.202	SNORA71C
2182.35	-0.72	0.46	-1.58	0.114	0.202	SEC62
385.58	0.59	0.37	1.58	0.114	0.202	AP3S1
2439.82	0.85	0.54	1.58	0.114	0.202	HLA-DRB5
1143.46	0.45	0.28	1.58	0.114	0.203	AFTPH
881.7	0.67	0.42	1.58	0.115	0.203	CDC40
60.24	-0.84	0.53	-1.58	0.115	0.203	RF02271
3207.09	0.68	0.43	1.58	0.115	0.203	ATP2A3
3674.2	-0.89	0.56	-1.57	0.115	0.204	SLA
2256.7	-0.64	0.41	-1.57	0.116	0.204	ZNF394
2757.18	-0.61	0.39	-1.57	0.116	0.205	MAP1LC3B
3114.83	0.57	0.36	1.57	0.116	0.205	SNORA53
3207.63	0.39	0.25	1.57	0.116	0.205	SNRNP200
2228.99	0.47	0.3	1.57	0.117	0.206	CRYBG1
2120.11	0.57	0.37	1.57	0.117	0.206	FUBP1
443.93	1	0.64	1.57	0.117	0.206	PPDPF
2214.76	0.5	0.32	1.57	0.117	0.207	GHITM
1508.74	-0.99	0.63	-1.57	0.117	0.207	SAMSN1
1294.32	-0.55	0.35	-1.56	0.118	0.207	SECTM1
874.39	0.54	0.35	1.56	0.118	0.207	CHKB
1465.78	-0.97	0.62	-1.56	0.118	0.207	TOB1
12601.41	0.45	0.29	1.56	0.119	0.209	SELL
230.43	0.71	0.45	1.56	0.119	0.209	MPC1
1531.6	0.55	0.35	1.56	0.119	0.209	IFI16
21518.46	-0.72	0.46	-1.56	0.119	0.209	SAT1
3284.37	0.38	0.24	1.56	0.12	0.21	MORF4L1
14772.71	0.82	0.53	1.55	0.12	0.21	IGHM
2202.8	0.48	0.31	1.55	0.121	0.211	JOSD1
3180.06	-0.59	0.38	-1.55	0.121	0.211	FURIN
528.47	0.54	0.35	1.55	0.121	0.212	DYNC1LI1
1955.57	-0.4	0.26	-1.55	0.121	0.212	AC007743.1
88.48	0.93	0.6	1.55	0.121	0.212	SNORA33
4709.19	-0.76	0.49	-1.55	0.121	0.212	ZFAND5
11139.56	-0.48	0.31	-1.55	0.122	0.213	CFLAR
836.15	0.52	0.34	1.55	0.122	0.213	CDK9
628.78	0.82	0.53	1.54	0.122	0.214	PSMC6
6847.18	-0.64	0.41	-1.54	0.122	0.214	PRRC2C
955.25	0.42	0.27	1.54	0.123	0.214	NCSTN
148.48	0.78	0.51	1.54	0.123	0.214	SDHAF2
745	0.54	0.35	1.54	0.123	0.214	AC125232.2
7781.85	-0.5	0.32	-1.54	0.123	0.214	SSH2
296.15	0.74	0.48	1.54	0.123	0.214	SNORA38
215.97	0.72	0.47	1.54	0.123	0.215	CITED4
2182.09	0.55	0.36	1.54	0.123	0.215	SKAP2
9107.93	-0.65	0.42	-1.54	0.123	0.215	RGS2
752.22	0.53	0.34	1.54	0.124	0.215	ZXDC
7920.37	0.34	0.22	1.54	0.124	0.215	DAZAP2
2811.33	0.42	0.28	1.54	0.124	0.215	CHMP1B
2895.2	0.46	0.3	1.53	0.125	0.217	PHC3
879.89	0.56	0.37	1.53	0.125	0.217	PSMD7
775.2	-0.5	0.32	-1.53	0.125	0.218	CCDC26
693.28	0.71	0.46	1.53	0.125	0.218	SNORA31
2029.7	-0.45	0.29	-1.53	0.126	0.218	DEDD2
2873.78	0.42	0.27	1.53	0.126	0.218	IL6R
1121.16	-0.8	0.52	-1.53	0.126	0.218	NRBP1
455.81	0.56	0.36	1.53	0.126	0.218	POMP
2178.32	0.4	0.26	1.53	0.126	0.219	IK
2290.48	-0.54	0.35	-1.53	0.126	0.219	PDZD8
1431.71	-0.72	0.47	-1.53	0.126	0.219	ARHGAP25
596.35	0.89	0.58	1.53	0.127	0.219	RF00012
471.69	-0.69	0.45	-1.53	0.127	0.219	EIF1B
1835.06	0.79	0.52	1.52	0.128	0.22	CD79A
8432.1	0.37	0.25	1.52	0.128	0.22	TRA2B
578.8	0.66	0.43	1.52	0.128	0.221	COPS2
2804.17	-0.7	0.46	-1.52	0.128	0.221	TCP11L2
2376.7	0.47	0.31	1.52	0.128	0.221	EIF4EBP2
768.15	0.47	0.31	1.52	0.129	0.222	ABHD13
2108.72	0.46	0.3	1.52	0.129	0.222	KDM3B
1295.68	0.7	0.46	1.52	0.129	0.222	SCARNA1
11919.15	0.4	0.27	1.52	0.129	0.222	CDC42SE1
7742.06	-0.51	0.34	-1.52	0.129	0.222	PTEN
2161.07	0.57	0.37	1.52	0.129	0.222	PPP6R1
380.12	0.59	0.39	1.52	0.13	0.223	POLR2J
1287.51	0.4	0.26	1.51	0.13	0.223	TMEM43
17618.5	-0.55	0.36	-1.51	0.13	0.223	PPP1R15A
119.08	-0.77	0.51	-1.51	0.13	0.224	AL133342.1
302.84	0.8	0.53	1.51	0.131	0.224	THOC7
1162.99	0.68	0.45	1.51	0.131	0.225	AC007952.4
1952.91	0.5	0.33	1.51	0.132	0.225	AGFG1
218.06	0.68	0.45	1.51	0.132	0.226	EMC7
1587.01	0.46	0.3	1.51	0.132	0.226	CCPG1
2238.64	0.4	0.26	1.51	0.132	0.226	ADPGK
16.83	0.87	0.58	1.5	0.133	0.227	RNU6ATAC24P
515.52	0.63	0.42	1.5	0.133	0.227	BCAS2
10370.83	0.38	0.25	1.5	0.134	0.228	HNRNPU
32289.07	0.7	0.47	1.5	0.134	0.229	RNY1
2277.66	-0.41	0.27	-1.5	0.134	0.229	TBC1D8B
4513.87	-0.39	0.26	-1.5	0.135	0.229	REL
1785.14	0.47	0.31	1.5	0.135	0.23	KBTBD2
318.67	0.82	0.54	1.5	0.135	0.23	PSMG2
2494.12	0.51	0.34	1.49	0.135	0.23	CAT
2160.96	-0.46	0.31	-1.49	0.135	0.231	NCF1C
688.83	0.9	0.6	1.49	0.136	0.231	RN7SL5P
345.29	0.66	0.44	1.49	0.136	0.231	ARPC4-TTLL3
925.62	0.63	0.42	1.49	0.136	0.231	LAP3
792.81	0.5	0.34	1.49	0.136	0.232	GNL3L
6978.17	0.44	0.3	1.49	0.137	0.232	MT-ND2
264.64	-0.65	0.44	-1.49	0.137	0.233	AC090559.1
1321.15	0.7	0.47	1.49	0.137	0.233	GM2A
384.5	0.86	0.58	1.48	0.138	0.234	H2AFJ
1350.23	-0.45	0.3	-1.48	0.139	0.235	SP110
429.19	0.79	0.53	1.48	0.139	0.235	N4BP2L1
3920.16	0.46	0.31	1.48	0.14	0.237	MAPK1
3570.63	-0.69	0.47	-1.48	0.14	0.237	SESN3
1614	-0.85	0.58	-1.47	0.14	0.237	CREG1
774.85	0.66	0.44	1.47	0.14	0.237	DCK
1497.68	-0.62	0.42	-1.47	0.14	0.237	IRF9
6135.59	0.53	0.36	1.47	0.141	0.237	MT-ND5
1177.66	-0.86	0.58	-1.47	0.141	0.237	MTMR14
1699.98	0.49	0.33	1.47	0.141	0.237	SECISBP2L
327.36	0.58	0.39	1.47	0.141	0.238	GTF2F2
2951.79	0.47	0.32	1.47	0.141	0.238	ADD1
2262375.6	0.54	0.37	1.47	0.142	0.239	RN7SL1
2137.43	0.4	0.27	1.47	0.142	0.24	ATF6
5248.47	0.52	0.35	1.47	0.142	0.24	HIST2H2AA4
2572.46	0.46	0.32	1.47	0.143	0.24	PTTG1IP
2657.84	-0.55	0.37	-1.46	0.144	0.242	GMIP
1243.26	0.42	0.28	1.46	0.144	0.242	SLMAP
4120.74	0.47	0.32	1.46	0.144	0.242	SERPINB1
1489.08	0.48	0.33	1.46	0.144	0.242	RNF139
804.14	0.75	0.51	1.46	0.144	0.242	AC135983.2
580.41	0.8	0.55	1.46	0.144	0.242	LINC01138
1899.51	0.62	0.42	1.46	0.144	0.243	SNX2
1151.13	0.57	0.39	1.46	0.145	0.243	PSPC1
1329.47	0.4	0.27	1.46	0.145	0.243	RBMS1
6700.73	-0.35	0.24	-1.46	0.145	0.243	USP15
986.57	0.41	0.28	1.46	0.145	0.244	UBE2L6
2011.24	0.49	0.34	1.45	0.146	0.245	TMEM183A
200.28	0.78	0.53	1.45	0.146	0.245	SNRNP27
4051.98	0.47	0.32	1.45	0.147	0.246	ARRDC3
74.58	0.72	0.49	1.45	0.147	0.246	AC092755.2
389.38	0.64	0.44	1.45	0.147	0.246	CACYBP
822.87	0.53	0.36	1.45	0.147	0.247	AC112907.3
9142.55	0.49	0.34	1.45	0.148	0.247	JUN
1977.3	0.61	0.42	1.45	0.148	0.247	GGA2
57.92	1.02	0.7	1.45	0.148	0.247	SNORA13
1723.76	0.3	0.21	1.45	0.148	0.247	SENP5
